@relation SelectedFeatures_excel

@attribute C {C1,C2,C3,C4,C5,C6,C7,C8}
@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute A6 numeric
@attribute A7 numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute A15 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute A18 numeric
@attribute A19 numeric
@attribute A20 numeric
@attribute A21 numeric
@attribute A22 numeric
@attribute A23 numeric
@attribute A24 numeric
@attribute A25 numeric
@attribute A26 numeric
@attribute A27 numeric
@attribute A28 numeric
@attribute A29 numeric
@attribute A30 numeric
@attribute A31 numeric
@attribute A32 numeric
@attribute A33 numeric
@attribute A34 numeric
@attribute A35 numeric
@attribute A36 numeric
@attribute A37 numeric
@attribute A38 numeric
@attribute A39 numeric
@attribute A40 numeric
@attribute A41 numeric
@attribute A42 numeric
@attribute A43 numeric
@attribute A44 numeric
@attribute A45 numeric
@attribute A46 numeric
@attribute A47 numeric
@attribute A48 numeric
@attribute A49 numeric
@attribute A50 numeric
@attribute A51 numeric
@attribute A52 numeric
@attribute A53 numeric
@attribute A54 numeric
@attribute A55 numeric
@attribute A56 numeric
@attribute A57 numeric
@attribute A58 numeric

@data
C4,0.318497,0.246664,0.263212,0.587817,0.678832,0.694836,0.472996,0.455509,0.600059,0.318497,0.44148,0.264854,0.315683,0.543269,0.197997,0.443323,0.396418,0.139499,0.182142,0.409804,0.190434,0.530519,0.025554,0.000023,0.000011,0,0.254145,0.010715,0.254145,0.010715,0.450561,0.70197,0.515466,0.618735,0.568611,0.852316,0.638653,0.449714,0.599017,0.452833,0.537974,0.65347,0.301023,0.400714,0.700378,0.678491,0.71338,0.334055,0.501972,0.516792,0.575682,0.618748,0.258456,0.494376,0.359389,0.713085,0.381185,0.386466
C4,0.172204,0.296434,0.247958,0.168258,0.265712,0.191943,0.370546,0.265565,0.140137,0.172204,0.270687,0.28798,0.292564,0.15306,0.24996,0.203198,0.310245,0.106569,0.156898,0.192946,0.683348,0.474198,0.02655,0.000004,0.000055,0.000008,0.215373,0.001785,0.215373,0.001785,0.179513,0.347384,0.237851,0.373123,0.316619,0.375852,0.241334,0.1916,0.446066,0.14496,0.292396,0.257479,0.447189,0.275512,0.513778,0.572365,0.284466,0.179078,0.654532,0.521341,0.333057,0.439115,0.323392,0.527108,0.462241,0.635764,0.561152,0.412363
C4,0.453292,0.490203,0.362945,0.379312,0.492852,0.531996,0.69388,0.44691,0.414485,0.453292,0.375004,0.417418,0.449318,0.460477,0.398314,0.423069,0.47704,0.187729,0.238976,0.465277,0.459001,0.55912,0.043227,0.000034,0.00025,0.000028,0.604335,0.010764,0.604335,0.010764,0.202663,0.070623,0.258889,0.753198,0.745051,0.946553,0.876122,0.118875,0.048363,0.624012,0.543585,0.829256,0.057825,0.519965,0.64547,0.364424,0.276095,0.575655,0.170073,0.339995,0.197089,0.923128,0.405648,0.179749,0.352656,0.67174,0.3008,0.098413
C4,0.512656,0.37788,0.266867,0.592498,0.703494,0.637512,0.811574,0.473055,0.657793,0.512656,0.453543,0.257578,0.421481,0.704269,0.204618,0.417545,0.418889,0.171435,0.220794,0.443536,0.260688,0.545178,0.02836,0.000086,0.000014,0.000008,0.429121,0.043037,0.429121,0.043037,0.430502,0.634068,0.463343,0.417421,0.393218,0.614849,0.504566,0.400233,0.444515,0.406541,0.234627,0.534138,0.346794,0.389884,0.62755,0.487407,0.505364,0.354835,0.44518,0.241687,0.452248,0.707538,0.179661,0.453753,0.364528,0.791319,0.25502,0.391711
C4,0.0542,0.108634,0.110779,0.048206,0.055,0.124063,0.110487,0.466967,0.160577,0.0542,0.012647,0.058106,0.066836,0.080501,0.187114,0.109925,0.3327,0.137889,0.170998,0,0.890888,0.535711,0.292866,0.009783,0.45165,0.094257,0.013746,0.040092,0.013746,0.040092,0.166889,0.329857,0.347043,0.163461,0.046951,0.346519,0.159348,0.124506,0.162933,0.196028,0,0.146205,0.086847,0.552816,0.645952,0.474815,0.074481,0.27843,0.312207,0.056333,0.25226,0.162178,0.722185,0.865878,0.891515,0.226027,0.258319,0.561734
C4,0.376514,0.445998,0.327237,0.179879,0.258855,0.227074,0.68159,0.433168,0.202956,0.376514,0.324684,0.39692,0.388518,0.242553,0.387977,0.266214,0.449606,0.202121,0.214648,0.419977,0.695406,0.398532,0.038462,0.000018,0.000047,0.00001,0.548922,0.006508,0.548922,0.006508,0.09102,0.03004,0.115326,0.715299,0.586658,0.465629,0.33857,0.059158,0.022322,0.21721,0.568473,0.335692,0.022088,0.35497,0.51184,0.431535,0.191807,0.256721,0.257689,0.450054,0.154333,0.503638,0.363372,0.22429,0.585399,0.574648,0.327927,0.463431
C4,0.12957,0.05431,0.237192,0.168673,0.336294,0.307941,0.100071,0.408849,0.180896,0.12957,0.247583,0.153974,0.136225,0.16953,0.167211,0.333781,0.41183,0.326097,0.327405,0.103022,0.555085,0.266386,0.143122,0.000033,0.013692,0.000405,0.052511,0.000527,0.052511,0.000527,0.47787,0.806905,0.734537,0.524641,0.399521,0.627866,0.279969,0.659524,0.750243,0.269872,0.384558,0.249152,0.410604,0.489644,0.549233,0.404531,0.74932,0.219529,0.606192,0.303042,0.796863,0.082131,0.49848,0.950703,0.238566,0.449328,0.632137,0.462111
C4,0.051223,0.090688,0.136784,0.013744,0.186235,0.2726,0.055537,0.446564,0.219015,0.051223,0.167979,0.168367,0.124604,0.019692,0.109277,0.17913,0.342259,0.106655,0.149678,0.035152,0.727443,0.007079,0.100421,0.000052,0.014037,0.000019,0.063305,0.001742,0.063305,0.001742,0.236273,0.577541,0.396853,0.446822,0.300762,0.492287,0.236328,0.329857,0.5713,0.193294,0.370628,0.208011,0.362808,0.285618,0.550184,0.53294,0.557989,0.17184,0.723929,0.81011,0.437273,0.223673,0.468316,0.792935,0.686376,0.444068,0.394892,0.551168
C4,0.201737,0.242009,0.161454,0.143489,0.21329,0.195625,0.331942,0.392765,0.159309,0.201737,0.235665,0.297079,0.28868,0.17076,0.169687,0.199151,0.355987,0.138009,0.165713,0.157818,0.675229,0.445812,0.022282,0.000011,0.000068,0.000003,0.300234,0.006457,0.300234,0.006457,0.18304,0.357733,0.239968,0.300543,0.24241,0.343961,0.214351,0.233092,0.339389,0.158825,0.302635,0.239618,0.33153,0.299826,0.565776,0.718801,0.383146,0.196593,0.579297,0.534896,0.37528,0.367793,0.333807,0.598011,0.350639,0.599166,0.666548,0.471065
C4,0.0542,0.108634,0.110779,0.048206,0.055,0.124063,0.110487,0.466967,0.160577,0.0542,0.012647,0.058106,0.066836,0.080501,0.187114,0.109925,0.3327,0.137889,0.170998,0,0.890888,0.535711,0.292866,0.009783,0.45165,0.094257,0.013746,0.040092,0.013746,0.040092,0.166889,0.329857,0.347043,0.163461,0.046951,0.346519,0.159348,0.124506,0.162933,0.196028,0,0.146205,0.086847,0.552816,0.645952,0.474815,0.074481,0.27843,0.312207,0.056333,0.25226,0.162178,0.722185,0.865878,0.891515,0.226027,0.258319,0.561734
C4,0.12957,0.05431,0.237192,0.168673,0.336294,0.307941,0.100071,0.408849,0.180896,0.12957,0.247583,0.153974,0.136225,0.16953,0.167211,0.333781,0.41183,0.326097,0.327405,0.103022,0.555085,0.266386,0.143122,0.000033,0.013692,0.000405,0.052511,0.000527,0.052511,0.000527,0.47787,0.806905,0.734537,0.524641,0.399521,0.627866,0.279969,0.659524,0.750243,0.269872,0.384558,0.249152,0.410604,0.489644,0.549233,0.404531,0.74932,0.219529,0.606192,0.303042,0.796863,0.082131,0.49848,0.950703,0.238566,0.449328,0.632137,0.462111
C4,0.077472,0.127903,0.117501,0.088931,0.184206,0.180049,0.095795,0.266043,0.130447,0.077472,0.249493,0.118134,0.205449,0.087317,0.0639,0.113974,0.207483,0.099304,0.153553,0.035767,0.769011,0.455271,0.01752,0.000017,0,0,0.178367,0.01212,0.178367,0.01212,0.209749,0.420166,0.263641,0.583544,0.55762,0.634683,0.48056,0.353958,0.429502,0.274887,0.493806,0.468972,0.213504,0.37187,0.830969,0.815669,0.362494,0.294,0.646675,0.66259,0.398348,0.618705,0.226468,0.35492,0.720485,0.696691,0.213531,0.480347
C4,0.064535,0.216386,0.390316,0.177963,0.433761,0.338588,0.030195,0.489273,0.212204,0.064535,0.369352,0.398896,0.267577,0.101839,0.351221,0.426544,0.397611,0.134428,0.167951,0.317978,0.264353,0.271096,0.026943,0.000006,0.00003,0.000004,0.153429,0.002069,0.153429,0.002069,0.389354,0.641001,0.486613,0.516045,0.414378,0.64474,0.354627,0.423266,0.649464,0.2235,0.514745,0.327014,0.41056,0.286258,0.536362,0.612241,0.887656,0.171098,0.638779,0.725806,0.761456,0.382751,0.297184,0.71465,0.260851,0.675367,0.369545,0.383025
C4,0.082525,0.140914,0.262434,0.249612,0.466826,0.462562,0.060133,0.425964,0.305575,0.082525,0.264224,0.225359,0.21511,0.158736,0.160062,0.369821,0.348444,0.14822,0.183821,0.224474,0.359145,0.044137,0.034773,0.000002,0.000022,0.000002,0.165851,0.000491,0.165851,0.000491,0.39156,0.616614,0.484039,0.876438,0.853418,0.765994,0.537339,0.523372,0.679072,0.345722,0.799472,0.542623,0.501302,0.396555,0.695137,0.721935,0.646135,0.282362,0.76618,0.649973,0.625182,0.543263,0.254512,0.521307,0.356841,0.731761,0.459479,0.356662
C4,0.063069,0.08491,0.284423,0.130288,0.340336,0.256831,0.041062,0.342141,0.160432,0.063069,0.366492,0.187335,0.162281,0.068034,0.261756,0.309251,0.246716,0.115307,0.161204,0.205897,0.43155,0.05294,0.029464,0.000012,0.000277,0.000002,0.198508,0.004178,0.198508,0.004178,0.26379,0.43353,0.358378,0.740213,0.663136,0.615183,0.438849,0.549083,0.476437,0.284242,0.489898,0.444022,0.312774,0.350156,0.572847,0.782597,0.721283,0.25011,0.522175,0.649401,0.603649,0.626772,0.352475,0.398369,0.564187,0.63931,0.308905,0.336535
C4,0.092451,0.0371,0.161833,0.109856,0.236506,0.10372,0.137369,0.249748,0.081445,0.092451,0.135157,0.134138,0.062108,0.116262,0.197697,0.190311,0.43596,0.132063,0.159971,0.043459,0.79866,0.075365,0.169384,0.000084,0.000144,0.000002,0.048098,0.001004,0.048098,0.001004,0.306376,0.408945,0.545775,0.359316,0.216042,0.425284,0.19559,0.274471,0.240954,0.247035,0.156431,0.213945,0.402811,0.467322,0.565633,0.662968,0.509629,0.265925,0.567349,0.433267,0.551108,0.116995,0.644356,0.944639,0.718911,0.296925,0.388053,0.538706
C4,0.225081,0.24549,0.134419,0.109312,0.18634,0.143529,0.350641,0.425842,0.156285,0.225081,0.218325,0.249919,0.264722,0.152434,0.152686,0.113679,0.388063,0.177569,0.204883,0.15393,0.764668,0.478924,0.032521,0.00002,0.000001,0.000001,0.332134,0.007106,0.332134,0.007106,0.145797,0.049463,0.21834,0.713625,0.759528,0.682815,0.538676,0.37227,0.038716,0.371856,0.810492,0.554049,0.05214,0.507049,0.753325,0.828363,0.154458,0.432032,0.303472,0.666864,0.133414,0.646578,0.328328,0.285052,0.654482,0.408113,0.644207,0.86204
C4,0.086856,0.129924,0.277855,0.099708,0.22883,0.059318,0.154659,0.267725,0.029296,0.086856,0.249788,0.169513,0.148495,0.064189,0.275485,0.213103,0.266675,0.088836,0.110687,0.114063,0.691932,0.035476,0.085337,0.000131,0.009038,0.001543,0.130082,0.006669,0.130082,0.006669,0.181496,0.239647,0.292978,0.480776,0.359994,0.447109,0.267683,0.245598,0.197626,0.214337,0.358878,0.25873,0.30542,0.331305,0.553489,0.628404,0.455352,0.236238,0.381523,0.833891,0.449021,0.388781,0.502078,0.631521,0.776278,0.450689,0.347888,0.448422
C4,0.056894,0.137464,0.093328,0.065567,0.137638,0.054521,0.104661,0.316609,0.060904,0.056894,0.101085,0.150557,0.130291,0.070515,0.164558,0.112007,0.421504,0.082582,0.104279,0.034787,0.848844,0.460001,0.131239,0.000835,0.070904,0.002514,0.062994,0.017262,0.062994,0.017262,0.16872,0.25978,0.320544,0.380689,0.205523,0.387353,0.19693,0.121135,0.136667,0.201948,0.034753,0.194122,0.145589,0.33996,0.654878,0.755063,0.342497,0.246308,0.528728,0.341528,0.341426,0.258794,0.667182,0.755993,0.871389,0.303099,0.219313,0.435529
C4,0.081519,0.054158,0.294692,0.243765,0.405951,0.442181,0.085799,0.4683,0.313297,0.081519,0.149503,0.184455,0.117246,0.153726,0.231747,0.346438,0.305114,0.098722,0.160465,0.186365,0.385711,0.38908,0.037543,0.000034,0.000621,0.000116,0.093365,0.006718,0.093365,0.006718,0.370785,0.716507,0.486172,0.626086,0.561174,0.755448,0.50427,0.260377,0.699318,0.316216,0.419879,0.485682,0.376416,0.371336,0.75751,0.725346,0.68861,0.259638,0.711316,0.564089,0.579692,0.429182,0.341118,0.689055,0.425574,0.651576,0.243576,0.335272
C4,0.177367,0.271995,0.228928,0.142367,0.174968,0.17108,0.390305,0.239679,0.170279,0.177367,0.201038,0.301083,0.257767,0.154969,0.247312,0.18446,0.144339,0.100812,0.127328,0.189598,0.895597,0.445812,0.018193,0.000006,0.000024,0,0.340775,0.005336,0.340775,0.005336,0.09495,0.077234,0.154973,0.611444,0.549018,0.617182,0.500301,0.130569,0.072549,0.297731,0.532632,0.520453,0.05355,0.423183,0.8116,0.659628,0.34117,0.393902,0.483617,0.485778,0.300423,0.764272,0.611343,0.295734,0.37703,0.403685,0.449825,0.243995
C4,0.205,0.438864,0.193415,0.168715,0.322202,0.189714,0.516826,0.277675,0.161649,0.205,0.383887,0.288786,0.473452,0.155951,0.243755,0.143225,0.127747,0.088271,0.1392,0.265826,0.654598,0.38908,0.016083,0.000044,0.000011,0.000003,0.411601,0.048289,0.411601,0.048289,0.096157,0.220203,0.139642,0.228016,0.183247,0.219786,0.159417,0.159733,0.196406,0.102111,0.18337,0.172299,0.200433,0.197702,0.431364,0.450804,0.237599,0.142138,0.389021,0.328352,0.27829,0.47581,0.380423,0.356806,0.683514,0.544258,0.342448,0.497213
C4,0.326512,0.32003,0.356737,0.163327,0.243829,0.250627,0.474581,0.433672,0.223724,0.326512,0.212843,0.385671,0.255987,0.279495,0.374566,0.311618,0.414967,0.191036,0.236199,0.316394,0.679713,0.578316,0.037429,0.000133,0.000026,0.00004,0.43793,0.043344,0.43793,0.043344,0.160257,0.070692,0.22467,0.603348,0.589132,0.765642,0.638331,0.196171,0.049478,0.474752,0.631463,0.652495,0.033234,0.572424,0.72148,0.56688,0.219165,0.545784,0.322826,0.476757,0.215929,0.762349,0.337856,0.316311,0.483619,0.528053,0.503713,0.61549
C4,0.145806,0.23248,0.178479,0.154722,0.134444,0.189361,0.253091,0.361603,0.160332,0.145806,0.233232,0.292302,0.289889,0.137943,0.169635,0.149885,0.301019,0.104684,0.152462,0.130457,0.673443,0.044137,0.026459,0.000008,0.000153,0.000183,0.273345,0.003517,0.273345,0.003517,0.158646,0.32963,0.222451,0.341459,0.27999,0.389598,0.248019,0.262068,0.295653,0.150831,0.354732,0.267105,0.234377,0.263091,0.495576,0.48981,0.365658,0.173492,0.478734,0.515135,0.35279,0.401015,0.338362,0.492386,0.50036,0.620606,0.449045,0.413303
C4,0.381416,0.518881,0.231007,0.240434,0.395399,0.275657,0.894079,0.467284,0.233877,0.381416,0.430723,0.347358,0.492345,0.232051,0.366153,0.204388,0.415884,0.170767,0.214483,0.407408,0.848372,0.564113,0.028844,0.000128,0.000007,0.000007,0.676009,0.083341,0.676009,0.083341,0.062633,0.013679,0.071484,0.482372,0.388279,0.292923,0.227065,0.044531,0.005801,0.15283,0.391541,0.241337,0.002758,0.275324,0.506423,0.435718,0.126769,0.224753,0.192745,0.313307,0.119627,0.513455,0.219846,0.407411,0.584717,0.661938,0.39301,0.555736
C4,0.239222,0.259795,0.148306,0.163352,0.269876,0.276102,0.475029,0.388231,0.227444,0.239222,0.269847,0.201717,0.271866,0.164974,0.167563,0.153394,0.161619,0.159065,0.215923,0.220391,0.781966,0.545179,0.03043,0.000058,0.000238,0.000069,0.407196,0.025248,0.407196,0.025248,0.1425,0.068342,0.197124,0.677061,0.693047,0.733306,0.631775,0.220888,0.040786,0.424309,0.607407,0.615155,0.00757,0.482288,0.852711,0.679443,0.239178,0.500197,0.360484,0.567863,0.179469,0.836007,0.390635,0.208958,0.594212,0.506107,0.40318,0.564618
C4,0.332164,0.266656,0.363246,0.61228,0.754561,0.727916,0.54565,0.251818,0.529165,0.332164,0.364984,0.337864,0.324232,0.541202,0.2666,0.544253,0.35081,0.136278,0.176996,0.478295,0.149776,0.516297,0.029649,0.000014,0.000028,0.000009,0.268315,0.005156,0.268315,0.005156,0.463582,0.693153,0.539635,0.684131,0.627157,0.825883,0.644108,0.269915,0.664901,0.483252,0.47743,0.656186,0.291055,0.394232,0.807589,0.734512,0.633006,0.362208,0.646642,0.470389,0.612567,0.747474,0.263689,0.41804,0.417924,0.746963,0.236782,0.304873
C4,0.289683,0.331039,0.435037,0.333595,0.483183,0.607902,0.534613,0.210084,0.41409,0.289683,0.357483,0.430543,0.379533,0.360567,0.322709,0.459554,0.353668,0.097094,0.134617,0.467666,0.344717,0.488107,0.0193,0.000005,0.000151,0.000036,0.390395,0.004344,0.390395,0.004344,0.218643,0.381944,0.267962,0.502578,0.446809,0.491475,0.405469,0.151367,0.367377,0.247915,0.186892,0.403952,0.193119,0.24487,0.462684,0.520739,0.344868,0.220166,0.594439,0.390208,0.331467,0.743648,0.266353,0.323287,0.642848,0.722148,0.115168,0.351014
C4,0.239985,0.410161,0.226328,0.228066,0.30251,0.22544,0.475302,0.350974,0.214568,0.239985,0.346708,0.309883,0.410445,0.208741,0.253751,0.189071,0.388052,0.132492,0.178113,0.311348,0.544489,0.521512,0.025247,0.00003,0.000073,0.000002,0.44098,0.018457,0.44098,0.018457,0.110564,0.070573,0.176083,0.597792,0.626715,0.669056,0.582628,0.210285,0.066892,0.361493,0.38215,0.616877,0.05185,0.4297,0.762392,0.817978,0.320539,0.443584,0.485777,0.325656,0.265733,0.862103,0.60827,0.196964,0.334513,0.375353,0.433596,0.366545
C4,0.312909,0.249161,0.424099,0.298996,0.38035,0.366747,0.461586,0.507034,0.335679,0.312909,0.250628,0.426898,0.267178,0.358262,0.389282,0.408001,0.180723,0.172326,0.208917,0.328801,0.454867,0.294661,0.048613,0.000065,0.000083,0.000064,0.302714,0.01156,0.302714,0.01156,0.306964,0.43623,0.382411,0.478969,0.423122,0.609465,0.459854,0.131165,0.325732,0.356385,0.432375,0.430269,0.14504,0.424254,0.656962,0.650095,0.444809,0.354483,0.474385,0.555891,0.45402,0.623721,0.327481,0.407469,0.544943,0.640628,0.321446,0.392408
C4,0.561802,0.318631,0.531946,0.385923,0.564085,0.530135,0.622404,0.645767,0.463637,0.561802,0.438634,0.442941,0.253313,0.54215,0.519048,0.57232,0.631803,0.395607,0.388256,0.42149,0.483527,0.781994,0.091523,0.00066,0.000282,0.000052,0.569184,0.053098,0.569184,0.053098,0.442137,0.382643,0.48667,0.503342,0.490659,0.553251,0.441074,0.189401,0.335083,0.448153,0.362425,0.46453,0.327629,0.521278,0.485019,0.563019,0.386169,0.428223,0.352414,0.306719,0.264105,0.600548,0.046455,0.3836,0.564671,0.740019,0.292105,0.671425
C4,0.274288,0.317423,0.301143,0.3984,0.624421,0.565187,0.399617,0.371348,0.363982,0.274288,0.51489,0.309216,0.393221,0.332589,0.270067,0.391437,0.389643,0.141709,0.179594,0.373839,0.381921,0.535711,0.029079,0.000024,0.000231,0.00003,0.335685,0.010332,0.335685,0.010332,0.297101,0.585692,0.375917,0.61797,0.569915,0.618091,0.519138,0.323082,0.357124,0.367807,0.536863,0.5624,0.461383,0.373284,0.680121,0.69618,0.326796,0.324695,0.470175,0.639331,0.368044,0.723457,0.293863,0.222194,0.651685,0.682587,0.3445,0.374731
C4,0.432398,0.589223,0.281748,0.360752,0.469512,0.449649,0.973469,0.450138,0.356995,0.432398,0.483629,0.418277,0.523781,0.413321,0.39122,0.334435,0.495233,0.141812,0.180114,0.641681,0.430638,0.540177,0.024695,0.000035,0.000056,0.000016,0.718146,0.030514,0.718146,0.030514,0.131588,0.059056,0.162513,0.476569,0.49367,0.641229,0.60259,0.127215,0.041843,0.410867,0.388465,0.635559,0.031817,0.369623,0.49242,0.352538,0.192931,0.413332,0.212915,0.190759,0.135157,0.875947,0.465586,0.188157,0.363293,0.583798,0.300486,0.157017
C4,0.227031,0.295915,0.392215,0.574484,0.785933,0.823558,0.320592,0.28903,0.490473,0.227031,0.43883,0.303308,0.313287,0.395107,0.374358,0.613068,0.315374,0.107169,0.143876,0.559364,0.132341,0.478332,0.022359,0.000002,0.000005,0.000002,0.292473,0.001193,0.292473,0.001193,0.405305,0.617481,0.458095,0.769925,0.771177,0.807728,0.660865,0.259353,0.519035,0.408021,0.425771,0.702535,0.232993,0.311256,0.63792,0.781433,0.725361,0.283201,0.499656,0.41745,0.58532,0.78536,0.211098,0.390224,0.488308,0.775637,0.086073,0.359764
C4,0.365576,0.593513,0.33662,0.265012,0.397294,0.406448,0.833855,0.475618,0.296294,0.365576,0.492078,0.459604,0.504335,0.273779,0.462478,0.31516,0.482749,0.154525,0.182142,0.539352,0.659101,0.564113,0.028147,0.000014,0.000026,0.000015,0.666302,0.009223,0.666302,0.009223,0.094015,0.040532,0.109886,0.722696,0.630129,0.482702,0.340451,0.014344,0.043368,0.206402,0.548238,0.33783,0.020857,0.249195,0.445385,0.467992,0.166423,0.189451,0.329097,0.29213,0.061501,0.469028,0.247694,0.501274,0.416835,0.747691,0.501283,0.338752
C4,0.192584,0.320387,0.197115,0.134292,0.193263,0.229486,0.482034,0.348027,0.175126,0.192584,0.276699,0.299772,0.307061,0.174174,0.276197,0.152224,0.184328,0.076072,0.10065,0.260227,0.685067,0.454569,0.015782,0.000006,0.000214,0.000005,0.336633,0.006121,0.336633,0.006121,0.076071,0.05961,0.124972,0.544026,0.475026,0.541671,0.433243,0.076712,0.041718,0.24797,0.431783,0.449984,0.02324,0.350226,0.819269,0.6433,0.250067,0.335479,0.473287,0.356275,0.195344,0.735049,0.658709,0.270515,0.486273,0.375071,0.33481,0.153973
C4,0.300394,0.430045,0.321708,0.44648,0.462266,0.545496,0.430263,0.353085,0.454927,0.300394,0.321018,0.349011,0.384091,0.436195,0.343362,0.401413,0.319624,0.12228,0.158239,0.442376,0.294907,0.502292,0.031131,0.000007,0.000908,0.000037,0.336076,0.002816,0.336076,0.002816,0.328669,0.519948,0.396321,0.489706,0.435613,0.601633,0.457237,0.241703,0.439131,0.353968,0.463585,0.466757,0.290319,0.342427,0.677527,0.520074,0.399594,0.295693,0.51377,0.403484,0.382388,0.66026,0.283541,0.438966,0.538812,0.707641,0.204592,0.343761
C4,0.367472,0.532805,0.328642,0.316778,0.465539,0.394582,0.818811,0.449737,0.283391,0.367472,0.567821,0.420192,0.52896,0.295251,0.398573,0.291686,0.374896,0.137238,0.16915,0.503349,0.646596,0.526245,0.023847,0.000032,0.000004,0.000012,0.603796,0.025401,0.603796,0.025401,0.085813,0.053757,0.143299,0.590781,0.627909,0.580524,0.501987,0.30713,0.055703,0.321469,0.243905,0.542859,0.027121,0.335626,0.577942,0.653746,0.204612,0.337207,0.335831,0.18924,0.135317,0.884354,0.612503,0.260013,0.329557,0.32076,0.504752,0.550194
C4,0.41453,0.511929,0.238874,0.370044,0.472127,0.475161,0.822435,0.475085,0.393789,0.41453,0.41538,0.366133,0.484409,0.440533,0.322048,0.316015,0.415472,0.144896,0.18687,0.442528,0.591436,0.544049,0.024442,0.000057,0.000085,0.000023,0.615152,0.044282,0.615152,0.044282,0.186092,0.296424,0.220576,0.197082,0.203802,0.362149,0.313995,0.232143,0.187594,0.236767,0.235503,0.341053,0.127808,0.266945,0.524589,0.401716,0.1776,0.262383,0.195521,0.294532,0.219816,0.761074,0.111956,0.336856,0.760481,0.681625,0.107958,0.676944
C4,0.311812,0.245507,0.29274,0.254356,0.278993,0.187141,0.609544,0.245547,0.221742,0.311812,0.268796,0.336448,0.267365,0.327298,0.295321,0.293738,0.497811,0.119505,0.146786,0.247543,0.590843,0.318249,0.068479,0.000046,0.009934,0.000506,0.209701,0.003928,0.209701,0.003928,0.245727,0.297599,0.374345,0.48995,0.385108,0.523205,0.355808,0.127533,0.323488,0.300513,0.380639,0.363128,0.304731,0.359447,0.603927,0.501336,0.359526,0.280178,0.681379,0.462878,0.345747,0.445608,0.513702,0.522359,0.736412,0.476275,0.370742,0.336219
C4,0.504529,0.521782,0.254279,0.40069,0.578102,0.45816,0.830629,0.415751,0.453037,0.504529,0.51519,0.333434,0.48405,0.473385,0.326861,0.318171,0.460593,0.197033,0.241864,0.434401,0.601874,0.554645,0.045327,0.000255,0.003102,0.000554,0.620754,0.075043,0.620754,0.075043,0.205039,0.063043,0.242125,0.507529,0.524688,0.814282,0.741796,0.092295,0.047721,0.585714,0.408199,0.758302,0.028302,0.516326,0.625443,0.357009,0.222256,0.57715,0.221087,0.229822,0.180074,0.875537,0.359692,0.231027,0.449906,0.635706,0.282485,0.327235
C4,0.236511,0.267531,0.288449,0.12238,0.184023,0.236055,0.37405,0.428131,0.212271,0.236511,0.214232,0.352121,0.239393,0.199534,0.340746,0.243861,0.313263,0.136775,0.166542,0.304196,0.632791,0.37018,0.040355,0.00002,0.001895,0.000077,0.371876,0.005225,0.371876,0.005225,0.095095,0.072193,0.166979,0.574284,0.500204,0.628595,0.501561,0.286508,0.053689,0.333411,0.641126,0.493224,0.031474,0.418259,0.820823,0.674869,0.322925,0.408867,0.529694,0.555988,0.25371,0.723868,0.563654,0.360937,0.39406,0.370206,0.435615,0.525321
C4,0.323343,0.232257,0.256477,0.282829,0.286224,0.196693,0.46979,0.319214,0.234452,0.323343,0.237344,0.303429,0.175712,0.338632,0.361941,0.269866,0.591995,0.128294,0.167356,0.24445,0.643747,0.507315,0.157958,0.002385,0.27968,0.015895,0.179191,0.041645,0.179191,0.041645,0.229383,0.325535,0.33503,0.283068,0.197538,0.369807,0.249225,0.088192,0.190007,0.262961,0.111469,0.246934,0.104214,0.384989,0.682522,0.576497,0.407647,0.359844,0.459098,0.312232,0.373152,0.425909,0.53866,0.638822,0.718986,0.422651,0.141988,0.430186
C4,0.294954,0.322768,0.314607,0.474116,0.703158,0.66638,0.369454,0.570002,0.539169,0.294954,0.59345,0.263517,0.345849,0.371204,0.255765,0.47716,0.423122,0.17786,0.234509,0.39642,0.242139,0.365456,0.037202,0.000086,0.000006,0.000006,0.309813,0.023958,0.309813,0.023958,0.422683,0.608667,0.494885,0.445226,0.476486,0.616467,0.476032,0.498554,0.570719,0.384142,0.351046,0.552245,0.381749,0.406204,0.608092,0.690942,0.619385,0.318453,0.553699,0.384396,0.506544,0.671802,0.272522,0.430431,0.331129,0.698124,0.421881,0.387796
C4,0.249362,0.349791,0.286074,0.513736,0.70809,0.577389,0.354464,0.423772,0.479065,0.249362,0.642522,0.303117,0.417086,0.416415,0.208467,0.445941,0.334409,0.107289,0.151758,0.480751,0.217698,0.474193,0.016097,0.00003,0.000005,0.000001,0.33884,0.030039,0.33884,0.030039,0.333817,0.464843,0.403099,0.568583,0.569451,0.71804,0.608557,0.361891,0.434698,0.400683,0.488285,0.647318,0.328815,0.332535,0.754529,0.6277,0.449011,0.319913,0.564417,0.516061,0.470305,0.799291,0.314609,0.231795,0.610227,0.699667,0.317875,0.288444
