@relation SelectedFeatures_excel

@attribute C {C1,C2,C3,C4,C5,C6,C7,C8}
@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute A6 numeric
@attribute A7 numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute A15 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute A18 numeric
@attribute A19 numeric
@attribute A20 numeric
@attribute A21 numeric
@attribute A22 numeric
@attribute A23 numeric
@attribute A24 numeric
@attribute A25 numeric
@attribute A26 numeric
@attribute A27 numeric
@attribute A28 numeric
@attribute A29 numeric
@attribute A30 numeric
@attribute A31 numeric
@attribute A32 numeric
@attribute A33 numeric
@attribute A34 numeric
@attribute A35 numeric
@attribute A36 numeric
@attribute A37 numeric
@attribute A38 numeric
@attribute A39 numeric
@attribute A40 numeric
@attribute A41 numeric
@attribute A42 numeric
@attribute A43 numeric
@attribute A44 numeric
@attribute A45 numeric
@attribute A46 numeric
@attribute A47 numeric
@attribute A48 numeric
@attribute A49 numeric
@attribute A50 numeric
@attribute A51 numeric
@attribute A52 numeric
@attribute A53 numeric
@attribute A54 numeric
@attribute A55 numeric
@attribute A56 numeric
@attribute A57 numeric
@attribute A58 numeric

@data
C7,0.45725,0.242012,0.556778,0.201745,0.234065,0.3207,0.391809,0.573756,0.258316,0.45725,0.190811,0.495219,0.097309,0.425358,0.4954,0.530868,0.498472,0.733201,0.833834,0.300472,0.604187,0.805689,0.510899,0.309904,0.350923,0.128397,0.445865,0.797643,0.445865,0.797643,0.218207,0.190269,0.288323,0.299868,0.364049,0.384717,0.365476,0.128842,0.205423,0.35722,0.260519,0.331911,0.108546,0.626491,0.593751,0.440783,0.147357,0.547229,0.237362,0.525084,0.239628,0.548063,0.306158,0.107909,0.869528,0.543444,0.356725,0.63798
C7,0.540225,0.254503,0.614586,0.249922,0.24479,0.334738,0.532931,0.554564,0.340378,0.540225,0.129149,0.59282,0.073142,0.571798,0.524949,0.578158,0.46497,0.70882,0.821924,0.30112,0.515125,0.82464,0.383502,0.175599,0.227893,0.219322,0.45002,0.797613,0.45002,0.797613,0.290223,0.230942,0.330692,0.274603,0.318081,0.418266,0.414592,0.06752,0.163073,0.433161,0.198544,0.375849,0.114005,0.692251,0.627361,0.458875,0.268475,0.686451,0.207971,0.364561,0.360808,0.69396,0.217891,0.220746,0.728251,0.702774,0.245404,0.484326
C7,0.447325,0.442837,0.203124,0.275915,0.581939,0.335061,0.511836,0.67359,0.222945,0.447325,0.617956,0.236401,0.558982,0.26615,0.288655,0.192528,0.542568,0.678477,0.766548,0.137192,0.86688,0.819725,0.478823,0.214519,0.052267,0.1919,0.624958,0.774028,0.624958,0.774028,0.203767,0.225773,0.293285,0.263868,0.333271,0.292583,0.258067,0.265798,0.219215,0.262994,0.3753,0.288407,0.27918,0.500267,0.312526,0.398957,0.131606,0.347874,0.251749,0.398364,0.167615,0.393184,0.443862,0.084638,0.833494,0.452549,0.595037,0.583226
C7,0.52045,0.144098,0.050351,0.418547,0.341116,0.118944,0.606745,0.428118,0.224084,0.52045,0.204546,0.041114,0.291765,0.292973,0.01389,0.183717,0.411212,0.640167,0.761146,0.026436,0.784084,0.824328,0.38014,0.068718,0.035772,0.007423,0.296016,0.26,0.296016,0.26,0.333285,0.362777,0.462895,0.344248,0.402183,0.517794,0.457064,0.386743,0.395366,0.427575,0.325497,0.486385,0.306852,0.796458,0.617671,0.563471,0.220641,0.568714,0.475889,0.352652,0.298291,0.412371,0.407698,0.149624,0.827788,0.461069,0.545666,0.634933
C7,0.58268,0.111171,0.528512,0.298386,0.255815,0.343902,0.539572,0.481434,0.32068,0.58268,0.137176,0.441297,0.04154,0.621833,0.410539,0.561557,0.404312,0.715468,0.828026,0.233905,0.590766,0.805686,0.486646,0.149534,0.071032,0.075948,0.309825,0.355148,0.309825,0.355148,0.409216,0.290228,0.462006,0.484721,0.54778,0.600981,0.580757,0.179417,0.284335,0.584736,0.255248,0.532437,0.19021,0.845013,0.855736,0.502229,0.420716,0.835618,0.29613,0.374375,0.518956,0.758102,0.204614,0.202745,0.688586,0.736246,0.342925,0.446314
C7,0.592953,0.284641,0.414976,0.340924,0.392016,0.311131,0.778745,0.60483,0.309736,0.592953,0.275646,0.407613,0.225162,0.466202,0.434021,0.463402,0.474107,0.648443,0.727406,0.371628,0.57411,0.796209,0.513718,0.037915,0.030401,0.003979,0.539863,0.108064,0.539863,0.108064,0.299303,0.192953,0.313733,0.395159,0.499753,0.369053,0.363647,0.158308,0.264034,0.348446,0.422814,0.365667,0.201995,0.589005,0.558633,0.457424,0.508814,0.544612,0.32001,0.662529,0.480486,0.630353,0.087925,0.318512,0.569239,0.775364,0.444122,0.566883
C7,0.403029,0.137022,0.34514,0.172119,0.167344,0.198693,0.464701,0.464976,0.199507,0.403029,0.126252,0.489857,0.051954,0.404532,0.270661,0.380258,0.429504,0.687249,0.762114,0.142118,0.785345,0.838476,0.428672,0.130101,0.115404,0.148634,0.374653,0.431911,0.374653,0.431911,0.210054,0.270787,0.291688,0.280974,0.342803,0.296766,0.277563,0.109949,0.256568,0.267277,0.365684,0.263597,0.174473,0.64205,0.523346,0.472605,0.231914,0.482151,0.361929,0.510938,0.313501,0.366685,0.403398,0.216523,0.758568,0.496482,0.415849,0.561156
C7,0.555346,0.171626,0.149834,0.46206,0.499387,0.376299,0.839083,0.462923,0.39899,0.555346,0.334214,0.117997,0.309202,0.365677,0.067432,0.282994,0.343347,0.513038,0.634028,0.123747,0.596778,0.502584,0.36875,0.033881,0.011959,0.026418,0.28313,0.133648,0.28313,0.133648,0.400314,0.432653,0.477289,0.366747,0.444291,0.549112,0.507102,0.21019,0.362901,0.513415,0.248684,0.534276,0.334988,0.841318,0.786718,0.673836,0.407548,0.716711,0.419585,0.424856,0.34203,0.648148,0.206817,0.266065,0.722581,0.695544,0.324357,0.516695
C7,0.596179,0.347744,0.183329,0.412504,0.527617,0.240307,0.923685,0.487995,0.322288,0.596179,0.441004,0.187912,0.423534,0.340314,0.160245,0.28185,0.41865,0.621184,0.714467,0.130715,0.763687,0.186511,0.427327,0.050732,0.023619,0.086023,0.446251,0.185519,0.446251,0.185519,0.256138,0.328342,0.332858,0.312805,0.409411,0.424169,0.412285,0.316101,0.362307,0.391135,0.277024,0.436586,0.296034,0.673892,0.590017,0.576331,0.142704,0.550131,0.451013,0.350915,0.17323,0.540001,0.269766,0.089022,0.84772,0.554784,0.503904,0.673153
C7,0.379642,0.085937,0.316967,0.141286,0.121933,0.179347,0.38345,0.497453,0.188098,0.379642,0.102364,0.481415,0.021536,0.427691,0.238716,0.330929,0.51693,0.72424,0.817092,0.115199,0.812169,0.843596,0.470547,0.179634,0.086886,0.017532,0.376298,0.497703,0.376298,0.497703,0.211339,0.262105,0.307092,0.310629,0.364332,0.347043,0.315668,0.146906,0.228223,0.295362,0.451593,0.30544,0.142403,0.650392,0.522105,0.418619,0.169402,0.474071,0.270523,0.558119,0.272279,0.358141,0.433095,0.137165,0.862047,0.444957,0.305652,0.62377
C7,0.590821,0.325584,0.211026,0.518669,0.670019,0.426385,0.712612,0.547093,0.500399,0.590821,0.494943,0.131852,0.39194,0.452415,0.172742,0.30773,0.491254,0.677449,0.79116,0.176763,0.608159,0.167797,0.664321,0.115168,0.057525,0.324291,0.368816,0.160158,0.368816,0.160158,0.48023,0.48017,0.509627,0.37672,0.493293,0.678135,0.616465,0.193341,0.38273,0.575607,0.463668,0.622149,0.298317,0.730653,0.669684,0.641673,0.382998,0.679931,0.453959,0.55046,0.355909,0.666752,0.102,0.307672,0.595717,0.780037,0.420895,0.539565
C7,0.606103,0.268603,0.147499,0.401296,0.464943,0.245035,0.893524,0.512383,0.260115,0.606103,0.354932,0.092516,0.339328,0.352322,0.130169,0.239663,0.42404,0.759449,0.811,0.097003,0.744951,0.871678,0.522289,0.14468,0.055097,0.320791,0.474792,0.369435,0.474792,0.369435,0.295174,0.274603,0.363937,0.36169,0.472111,0.43078,0.444141,0.285069,0.263861,0.425835,0.343909,0.458798,0.234412,0.720653,0.616322,0.452651,0.272069,0.644306,0.341248,0.593738,0.384433,0.591168,0.280011,0.034126,0.788668,0.623862,0.45234,0.524105
C7,0.546367,0.322005,0.275435,0.38625,0.487449,0.365684,0.591835,0.547176,0.286444,0.546367,0.380276,0.20953,0.362078,0.374236,0.280077,0.31475,0.488851,0.705291,0.772089,0.22692,0.587277,0.82464,0.598549,0.067696,0.033498,0.02963,0.515584,0.138767,0.515584,0.138767,0.32316,0.219427,0.348296,0.47231,0.61982,0.416102,0.437572,0.216098,0.24115,0.436355,0.380093,0.433431,0.250781,0.642625,0.566512,0.431329,0.414852,0.6293,0.31049,0.574675,0.416629,0.74607,0.126336,0.14496,0.685691,0.776085,0.383511,0.509137
C7,0.686058,0.342935,0.228015,0.492449,0.656997,0.358955,0.917836,0.601567,0.384443,0.686058,0.533277,0.134341,0.454813,0.386295,0.196891,0.272623,0.364393,0.889388,0.862377,0.124948,0.720688,0.625668,0.619789,0.264565,0.101176,0.242736,0.452297,0.469047,0.452297,0.469047,0.320062,0.324325,0.369109,0.288226,0.402215,0.419095,0.43901,0.191104,0.201005,0.448201,0.289168,0.477323,0.221368,0.775267,0.623369,0.566363,0.309734,0.696179,0.272252,0.492956,0.346318,0.631311,0.240976,0.085899,0.73847,0.658076,0.433521,0.527306
C7,0.662043,0.29433,0.144104,0.473891,0.574509,0.260985,0.958698,0.503191,0.249382,0.662043,0.423353,0.137936,0.365684,0.406447,0.093553,0.228743,0.401627,0.617209,0.732078,0.136397,0.739452,0.776877,0.526274,0.059787,0.194863,0.10535,0.38265,0.133985,0.38265,0.133985,0.334931,0.273149,0.394377,0.510427,0.618568,0.476236,0.458991,0.218723,0.310341,0.45467,0.443386,0.488412,0.247113,0.7322,0.608538,0.705615,0.366232,0.636363,0.366851,0.503581,0.483292,0.619256,0.207398,0.185735,0.727922,0.670428,0.408939,0.560663
C7,0.517255,0.17693,0.563856,0.336382,0.380025,0.448524,0.522065,0.626985,0.385887,0.517255,0.214091,0.575665,0.084839,0.478977,0.47272,0.569154,0.548602,0.67858,0.715083,0.295469,0.449812,0.881339,0.275455,0.059331,0.052196,0.016583,0.500518,0.546187,0.500518,0.546187,0.358073,0.260839,0.38576,0.342704,0.448834,0.49709,0.536067,0.117226,0.255886,0.534929,0.175981,0.511848,0.111398,0.7549,0.637664,0.562683,0.327987,0.751918,0.276292,0.308118,0.344503,0.861532,0.110954,0.09443,0.771065,0.808193,0.151558,0.481297
C7,0.544007,0.18534,0.370275,0.338857,0.424394,0.376787,0.568271,0.532818,0.333274,0.544007,0.265138,0.383077,0.194696,0.474495,0.300831,0.389933,0.576407,0.591543,0.668844,0.278323,0.619348,0.748827,0.455176,0.013056,0.101943,0.008308,0.482941,0.044085,0.482941,0.044085,0.343562,0.213374,0.346265,0.417448,0.537118,0.395477,0.408626,0.113113,0.331282,0.401409,0.276509,0.424836,0.190204,0.625898,0.5756,0.503747,0.572267,0.613134,0.332341,0.552205,0.541859,0.776675,0.049757,0.263174,0.58895,0.885358,0.350873,0.456355
C7,0.608534,0.359974,0.108169,0.406595,0.612383,0.256139,1,0.516389,0.260543,0.608534,0.496184,0.081281,0.526373,0.257554,0.052726,0.171172,0.357926,0.520269,0.679896,0.069718,0.855672,0.682504,0.259849,0.040298,0.045966,0.009707,0.339801,0.339254,0.339801,0.339254,0.271376,0.26992,0.328045,0.322609,0.330863,0.389889,0.352449,0.157849,0.261132,0.356702,0.201543,0.333935,0.154604,0.76782,0.59832,0.56268,0.28432,0.633067,0.336598,0.356834,0.262258,0.570445,0.243328,0.359876,0.763769,0.635805,0.299806,0.564964
C7,0.501695,0.149517,0.241841,0.35313,0.517262,0.257821,0.560086,0.377826,0.26461,0.501695,0.298037,0.208833,0.240111,0.41162,0.139642,0.370391,0.414148,0.484186,0.613431,0.17392,0.528555,0.696271,0.357911,0.005192,0.080346,0.007509,0.298775,0.022146,0.298775,0.022146,0.40706,0.290248,0.441332,0.562454,0.684555,0.557457,0.527077,0.261622,0.356561,0.491443,0.377071,0.51093,0.226718,0.711777,0.73815,0.753505,0.699496,0.673262,0.349836,0.639686,0.662791,0.7032,0.128565,0.272017,0.630561,0.802499,0.301706,0.462194
C7,0.472558,0.146896,0.534524,0.245485,0.234582,0.316105,0.40362,0.575358,0.327708,0.472558,0.105291,0.520895,0.047698,0.601468,0.443047,0.55528,0.443218,0.617329,0.755583,0.233716,0.709968,0.753565,0.257377,0.06666,0.001646,0.003021,0.381888,0.604041,0.381888,0.604041,0.303692,0.26341,0.339342,0.164841,0.232816,0.375366,0.376391,0.115574,0.269326,0.40039,0.232202,0.34972,0.146354,0.759795,0.720248,0.472591,0.328089,0.737782,0.317224,0.497413,0.354023,0.713983,0.16416,0.290619,0.690184,0.77344,0.32362,0.451497
C7,0.573973,0.282125,0.161295,0.412899,0.474889,0.265662,0.685776,0.485793,0.279156,0.573973,0.42193,0.13033,0.466794,0.340138,0.093482,0.238706,0.434822,0.608488,0.770291,0.067873,0.666251,0.710927,0.317653,0.063416,0.008358,0.001951,0.250425,0.319844,0.250425,0.319844,0.405815,0.352337,0.491036,0.411975,0.470385,0.610393,0.55026,0.221641,0.309244,0.560653,0.321157,0.579635,0.300081,0.886883,0.783041,0.666605,0.363826,0.749691,0.281789,0.422877,0.387465,0.614588,0.295347,0.237008,0.748737,0.639804,0.414938,0.462342
C7,0.521902,0.118149,0.362402,0.43341,0.509496,0.547826,0.493258,0.507594,0.678026,0.521902,0.337184,0.347194,0.169799,0.554484,0.203507,0.518902,0.466704,0.710037,0.882023,0.23005,0.443882,0.031185,1,0.070363,0.048944,0.007352,0.331821,0.041449,0.331821,0.041449,0.4548,0.578002,0.506258,0.491148,0.615684,0.671621,0.673824,0.253119,0.427115,0.614354,0.539893,0.650319,0.324659,0.734959,0.760456,0.629859,0.399669,0.727547,0.394817,0.56479,0.333367,0.802169,0.200865,0.100207,0.625279,0.77902,0.466467,0.373701
C7,0.500312,0.504281,0.083829,0.294571,0.50816,0.294178,0.826062,0.711064,0.297855,0.500312,0.503964,0.105251,0.587659,0.18347,0.165921,0.095525,0.580759,0.650841,0.776243,0.124315,1,0.516782,0.562995,0.238719,0.288928,0.058656,0.662473,0.652743,0.662473,0.652743,0.069423,0.062133,0.173706,0.431182,0.464105,0.457798,0.393775,0.169577,0.048499,0.332848,0.416523,0.428111,0.015291,0.588058,0.549858,0.450145,0.212064,0.535363,0.302655,0.272132,0.150066,0.659252,0.888294,0.309264,0.139694,0.079716,0.708977,0.640682
C7,0.447234,0.168057,0.394425,0.215827,0.25419,0.263276,0.577955,0.597833,0.225321,0.447234,0.176316,0.503223,0.095033,0.375916,0.395044,0.384577,0.455957,0.720025,0.803836,0.228627,0.731832,0.83868,0.609927,0.183418,0.039974,0.006428,0.603037,0.400932,0.603037,0.400932,0.172868,0.160741,0.218912,0.203818,0.288458,0.219122,0.239274,0.104076,0.157325,0.236948,0.302271,0.245163,0.146759,0.527949,0.429672,0.41593,0.202793,0.4407,0.207627,0.47448,0.28059,0.485758,0.329546,0.069933,0.787919,0.560996,0.337224,0.561599
C7,0.802944,0.47099,0.229195,0.559065,0.723297,0.497036,0.711219,0.680118,0.457178,0.802944,0.588234,0.177646,0.545375,0.562468,0.280388,0.339912,0.633812,0.913511,0.857081,0.339146,0.413961,1,0.377846,0.152444,0.241658,0.094279,0.544582,0.798548,0.544582,0.798548,0.434703,0.285707,0.416505,0.332153,0.470567,0.466537,0.514506,0.167615,0.254279,0.537487,0.365641,0.547058,0.179274,0.727624,0.568943,0.558159,0.343454,0.757267,0.246173,0.501521,0.333385,0.850067,0.000001,0.227852,0.681096,0.877493,0.245852,0.538384
C7,0.840506,0.35602,0.247159,0.722316,0.932726,0.634259,0.849334,0.739166,0.508831,0.840506,0.618131,0.182777,0.410817,0.639668,0.190453,0.38056,0.546096,0.77761,0.802263,0.272288,0.416835,0.919423,0.545809,0.145372,0.069353,0.013174,0.384764,0.304104,0.384764,0.304104,0.656937,0.39323,0.656817,0.485652,0.650871,0.675351,0.666848,0.191045,0.427359,0.680407,0.546856,0.753396,0.347867,0.792493,0.617825,0.679164,0.637847,0.747124,0.352198,0.599942,0.608414,0.725235,0.073059,0.319548,0.493244,0.858933,0.391949,0.460703
C7,0.72155,0.332176,0.33164,0.568516,0.644124,0.497055,0.688681,0.485498,0.433049,0.72155,0.385351,0.285788,0.296669,0.657505,0.289859,0.458649,0.504491,0.78395,0.737816,0.237015,0.524238,0.947861,0.545145,0.010483,0.019102,0.031219,0.449129,0.023802,0.449129,0.023802,0.537878,0.315558,0.517152,0.568517,0.756126,0.656308,0.712543,0.136255,0.37486,0.741078,0.443962,0.774594,0.170247,0.844144,0.760135,0.66665,0.58522,0.911199,0.35668,0.418197,0.582244,1,0.054457,0.10236,0.654561,0.940106,0.231071,0.365337
C7,0.614383,0.038257,0.385557,0.369346,0.413713,0.300872,0.513448,0.569944,0.446748,0.614383,0.233869,0.407195,0.089229,0.572217,0.302415,0.443199,0.46205,0.856749,0.898196,0.19027,0.64722,0.093604,0.916306,0.182525,0.203705,0.038661,0.423273,0.144021,0.423273,0.144021,0.424082,0.429826,0.444619,0.3828,0.516759,0.559573,0.580777,0.214402,0.502849,0.565799,0.357134,0.578025,0.317338,0.763336,0.691265,0.565183,0.307495,0.764998,0.592973,0.543563,0.286822,0.766338,0.105754,0.144561,0.69392,0.798443,0.426315,0.50497
C7,0.603492,0.200975,0.340534,0.40866,0.478199,0.316176,0.670712,0.451168,0.312743,0.603492,0.303249,0.239892,0.200961,0.515157,0.291412,0.402912,0.300369,0.629562,0.721335,0.215489,0.609976,0.791291,0.478145,0.017138,0.031261,0.0386,0.376927,0.046012,0.376927,0.046012,0.411081,0.298121,0.468592,0.661637,0.814935,0.628611,0.592718,0.255086,0.352715,0.528304,0.347107,0.58109,0.262474,0.714252,0.650835,0.670968,0.483811,0.646045,0.341238,0.50612,0.572411,0.603327,0.185967,0.169662,0.650529,0.707861,0.465411,0.529336
C7,0.887333,0.162291,0.470176,0.822492,1,0.793345,0.729949,0.435562,0.619701,0.887333,0.45239,0.223914,0.194328,0.930425,0.32808,0.692681,0.416741,0.8207,0.81861,0.418326,0.088307,0.909944,0.738801,0.011558,0.046557,0.002081,0.188492,0.010114,0.188492,0.010114,0.935306,0.653502,0.89906,0.758224,1,0.863234,0.805712,0.196343,0.788254,0.772363,0.488153,0.786314,0.320064,0.798742,0.701567,0.711157,0.937125,0.720701,0.53947,0.441476,1,0.58108,0.075548,0.545205,0.232833,0.948276,0.279906,0.31553
C7,0.638132,0.032466,0.451362,0.411482,0.406352,0.510502,0.561645,0.501924,0.533683,0.638132,0.223636,0.358652,0.132564,0.661202,0.325909,0.572909,0.466918,0.64123,0.695648,0.278442,0.43836,0.507314,0.380274,0.042491,0.025385,0.005318,0.307055,0.16307,0.307055,0.16307,0.56288,0.4828,0.583505,0.430035,0.586002,0.71474,0.709098,0.309557,0.462853,0.7121,0.447605,0.68192,0.353703,0.880933,0.817721,0.611759,0.432609,0.889965,0.412634,0.618121,0.429861,0.792851,0.079488,0.258229,0.610049,0.851288,0.327793,0.462534
C7,0.71306,0.467289,0.328146,0.593485,0.631026,0.473954,0.776823,0.623262,0.601824,0.71306,0.516141,0.274608,0.432608,0.62553,0.390729,0.409266,0.610734,0.745194,0.735704,0.286359,0.447283,0.125892,0.529667,0.037628,0.023655,0.398755,0.418791,0.087175,0.418791,0.087175,0.613732,0.577703,0.621033,0.522624,0.614441,0.640098,0.521776,0.264877,0.507676,0.511836,0.412833,0.538427,0.232061,0.621142,0.472745,0.428746,0.589143,0.492827,0.482027,0.346923,0.48317,0.459123,0.006439,0.577185,0.396972,0.829659,0.385651,0.59588
C7,0.700672,0.235756,0.314273,0.618598,0.800647,0.571632,0.574955,0.525805,0.493374,0.700672,0.485005,0.18179,0.296577,0.706664,0.196684,0.524648,0.335834,0.712041,0.792806,0.307507,0.319397,0.824641,0.585877,0.030637,0.151911,0.075527,0.347657,0.053075,0.347657,0.053075,0.62381,0.375397,0.606726,0.584254,0.758158,0.699591,0.743054,0.216605,0.406501,0.758072,0.352505,0.753901,0.266056,0.822144,0.80623,0.661301,0.77574,0.895918,0.322796,0.384623,0.781932,0.915761,0.062684,0.175197,0.535379,0.935704,0.298724,0.358195
C7,0.7427,0.063308,0.436832,0.671471,0.702257,0.669632,0.667122,0.541971,0.757418,0.7427,0.300309,0.206598,0.095902,0.782087,0.410588,0.653733,0.443842,1,0.852016,0.325142,0.337226,0.158458,0.830874,0.015158,0.006,0.045918,0.084404,0.008959,0.084404,0.008959,0.945185,1,1,0.459867,0.361888,0.680081,0.304622,0.559955,1,0.278212,0.304222,0.289202,0.511134,0.502029,0.418879,0.459579,0.698211,0.239457,0.747355,0.217928,0.706795,0.048818,0.294809,1,0.000001,0.685055,0.532276,0.367316
C7,0.571773,0.22653,0.579228,0.312422,0.33111,0.390142,0.500794,0.574806,0.459319,0.571773,0.171895,0.517928,0.14834,0.577253,0.457671,0.63778,0.560431,0.915088,1,0.298804,0.572289,0.611462,0.912768,1,0.740865,1,0.369256,0.742267,0.369256,0.742267,0.38952,0.391616,0.451108,0.497721,0.614902,0.662364,0.596089,0.222707,0.269605,0.55569,0.376749,0.540012,0.314251,0.705087,0.687065,0.48917,0.278601,0.630503,0.293604,0.310025,0.311769,0.525253,0.157406,0.308603,0.731561,0.619967,0.391274,0.71507
C7,0.605884,0.383465,0.201254,0.465069,0.720808,0.464026,0.497673,0.568873,0.444294,0.605884,0.599039,0.116355,0.496772,0.482496,0.202099,0.336241,0.508755,0.774149,0.821182,0.161444,0.661136,0.644612,0.565626,0.234666,0.061999,0.07298,0.399816,0.46652,0.399816,0.46652,0.453283,0.335509,0.481992,0.40965,0.535571,0.595484,0.604048,0.228767,0.322097,0.631344,0.373941,0.664713,0.270564,0.850968,0.703088,0.700733,0.373968,0.828125,0.348241,0.470166,0.332625,0.802737,0.151167,0.134037,0.734811,0.781773,0.300591,0.459355
C7,0.504046,0.222593,0.550143,0.27661,0.351118,0.443173,0.626654,0.562077,0.406143,0.504046,0.228819,0.578177,0.16115,0.454799,0.528296,0.540167,0.603976,0.658808,0.749443,0.348172,0.538701,0.322963,0.484747,0.173151,0.205283,0.031946,0.559643,0.566241,0.559643,0.566241,0.264029,0.253916,0.297825,0.30363,0.409612,0.477535,0.491695,0.163128,0.202622,0.463202,0.33029,0.445095,0.167377,0.633785,0.580634,0.470874,0.150495,0.630961,0.259111,0.472063,0.181286,0.820845,0.158037,0.073926,0.839539,0.718515,0.219907,0.555096
C7,0.585407,0.407019,0.149344,0.424486,0.70614,0.269354,0.716901,0.558614,0.246862,0.585407,0.568075,0.137381,0.599424,0.282095,0.207554,0.173454,0.432714,0.857674,0.963639,0.130078,0.745227,0.838856,0.775518,0.859112,1,0.154691,0.470309,1,0.470309,1,0.257735,0.178689,0.360943,0.407963,0.44544,0.364867,0.324211,0.283458,0.127387,0.334718,0.267,0.389794,0.348979,0.640293,0.437079,0.494127,0.078452,0.474323,0.170278,0.274029,0.19466,0.442634,0.325079,0.17054,0.920208,0.450428,0.63069,0.788332
C7,0.625279,0.066895,0.401153,0.346616,0.294381,0.409671,0.534947,0.541657,0.395113,0.625279,0.109519,0.396733,0.04095,0.64403,0.277906,0.471586,0.319492,0.737861,0.802784,0.207341,0.492755,0.862551,0.360827,0.058359,0.009628,0.080387,0.265742,0.234506,0.265742,0.234506,0.518543,0.392403,0.555071,0.525886,0.604172,0.669574,0.637281,0.204838,0.361707,0.648144,0.315947,0.602309,0.394443,0.919616,0.766492,0.639703,0.432259,0.879316,0.367608,0.393166,0.570977,0.665355,0.137762,0.320473,0.632405,0.766734,0.386381,0.506549
C7,0.537952,0.046,0.297349,0.437043,0.530041,0.331313,0.435432,0.404239,0.361306,0.537952,0.259782,0.260595,0.076336,0.550525,0.222674,0.473941,0.389445,0.664514,0.744812,0.233082,0.375009,0.791472,0.537185,0.017618,0.056349,0.202917,0.30002,0.033958,0.30002,0.033958,0.569034,0.372964,0.597601,0.73461,0.896255,0.781872,0.819381,0.282432,0.449668,0.756373,0.633437,0.822403,0.336323,0.829455,0.818123,0.711199,0.551747,0.845709,0.402084,0.856838,0.706438,0.801453,0.135243,0.098647,0.620827,0.845853,0.342836,0.377509
C7,0.732753,0.105176,0.484094,0.443904,0.5173,0.57139,0.605853,0.565812,0.531332,0.732753,0.267432,0.410837,0.097162,0.753388,0.33442,0.667112,0.473444,0.720265,0.766318,0.30504,0.410394,0.895726,0.380688,0.080354,0.02202,0.031218,0.327009,0.316138,0.327009,0.316138,0.543716,0.420763,0.590663,0.603845,0.716789,0.789407,0.814533,0.239655,0.355159,0.805918,0.418984,0.723996,0.268965,0.890777,0.867164,0.635655,0.51512,0.962128,0.287315,0.469337,0.537797,0.859425,0.150115,0.123838,0.675626,0.823404,0.284685,0.3893
C8,0.07053,0.328296,0.160502,0.178293,0.349766,0.309433,0.096743,0.353257,0.156498,0.07053,0.40208,0.173735,0.386043,0.102466,0.152907,0.158935,0.373659,0.075763,0.224,0.261094,0.355244,0.321618,0.044124,0.00009,0.000344,0.000302,0.209196,0.016452,0.209196,0.016452,0.164055,0.670524,0.272425,0.490063,0.374885,0.493083,0.279033,0.5634,0.818469,0.137979,0.322477,0.322991,0.712286,0.153973,0.333896,0.533177,0.357747,0.088141,0.898297,0.222421,0.5123,0.305591,0.562377,0.513818,0.395934,0.46159,0.601577,0.216475
C8,0.107425,0.095792,0.611365,0.091794,0.116788,0.160513,0.125472,0.391929,0.162917,0.107425,0.087487,0.386692,0.092537,0.201598,0.643149,0.366608,0.20412,0.069835,0.213106,0.372173,0.332282,0.195883,0.032834,0.000264,0.000029,0.000037,0.23978,0.081922,0.23978,0.081922,0.146771,0.355402,0.238113,0.513532,0.364162,0.496717,0.291975,0.322327,0.31253,0.141926,0.266769,0.227262,0.490177,0.178484,0.534767,0.374302,0.370835,0.120741,0.450356,0.312762,0.371286,0.40274,0.566655,0.49599,0.436369,0.45131,0.361531,0.237893
